,评论内容
475,屏幕 分辨率 真 亮度 色彩 度 比前 几款 苹果 提升 照片 真实 电池 续航 能力 更强 新 系统核心 运转 器 速度 更快 颜值 高 物流 出色 按键 舒服 包装 完美 
476,买 男友 买 情侣 手机 8p   玻璃 镜面 金色 超 好看 粉 满满的 少女 心 手感 手机 一个月 瑕疵 
477,手机 挺 618 买   活动 划算 水 公园 玩 泡水 懒得 修 感觉 挺 久 想要 换个 大屏 果断 入手 白屏 看腻   身边 朋友 多用 黑 感觉 黑 好看       收到 爱不释手   哈哈哈 女生 推荐 黑色 很酷 炫 
478,"一段时间 评论 苹果 ios 系统 稳 速度 很快 秒 开 
 续航 真的 中毒 一充 稳 
 玩 吃 鸡 流畅 发热 水平 热 接受 
 壳 买 透明 好看 
 颜色 男人 要骚 骚红 
 詹姆斯 牛 逼 "
479,111 活动 买 一段时间 评论 手机 正品 新机 系统 运营 流畅 玩游戏 两天 第四次 京东 自营 买 手机 后续 段时间 
480,本来 想 买 红色 款 看重 黑色 款有 优惠 好看 配上 uag 手机 壳 完美 刚贴 邦克 仕 贴膜 完美 气泡 喜欢 系列 无限 充电 A11 强悍 处理器 想 买 x 太贵 还怕 烧屏 手机 查看 序列号 电池 保修 信息 正品 无误 五星 好评 helliphellip 
481,京东 价格 优惠 香港 便宜 原封 生产日期 很近 个把月 感觉 不错 ios 系统 6s 数据 完美 导入 恢复 
482,正品 几天 支持 京东 京东 买手机 值得 信赖 8P 充电 用惯 安卓 真的 慢 充电 速度 真心 不敢恭维 快充 充电器 真的 小贵 舍不得 买手机 舍得 买 充电器 真的 舍不得 这是 一种 心理 想 
483,中国 红超 好看   大屏 手机 视频 超级 爽   运行 速度 很快   电池 还行   小屏 费电   一充 样子   资金 够 推荐 买 256G 
484,很美     红色 真心 美美 得用 挺 顺手 没查 正品 这么久 苹果 这款 很快 毛病 
485,降价 果断 入手 a11 流畅 外观 很漂亮 玻璃 厚 个头 很大 男生 合适 
486,手机 拍 功能 说 第二天 总体 外部 破损 快递 包裹 完好 打开 手机 验证 行货 一句 话 京东 值得 信赖 物流 前一天 晚上 下单 第二天 中午 真的 特别 
487,手机     几天 评论         真的     屏幕     灵敏度 100%     爱不释手       手感 超好     28 号 买     29 号 早上     速度         功能       买手机 东京 买       手机 刚到     就查 官网     正品       充 电       完美 
488,月 活动 价买 算是 优惠 红色 版 色系 便宜 果断 下单 刚刚 拆封 简单 查看 缝隙 发现 金属 玻璃 衔接 处 做工 圆滑 没买错 激活 开机 先 一段时间 追评 
489,很棒 激活 流畅 重 屏幕 清晰 拍照 电池 耐用 
490,近几天 感觉 速度 流畅 一点 不卡顿 iPhone8plus 外观 异常 nice 电话 听歌 玩微信 视频 玩游戏 长时间 一整天 支持 京东 
491,"物流 很快   昨天 买   
   性能   X   换成 8P     习惯 
   系统 不用说   
   包装 简陋   简陋   简陋 事 说 三遍 
 第一次 网上 买手机   选择 京东   没错     差评     下单 心 慌   差评 里 情况   还好 运气   那种 情况 
 表白 客服   回 消息 超   网购 满意   嘻嘻 "
492,手机 一阵   感觉 吃 鸡 效果 炒鸡   瑕疵   红色 超鸡 好看   喜欢   拍照 拍 黑   手机 里 一张 自拍 
493,新手机 很快 到手 好用 流畅 喜欢 双面 玻璃 棒 京东 没错 赞 喜欢 很棒 流畅 手机 一段时间 追评 很棒 超级 无敌 超级 可爱 超级 漂亮 超级 喜欢 
494,第一次 苹果 犹豫 久 到手 真的 惊喜 很快 这家 店 正品 买 手机 壳 贴膜 手感 特别 棒 
495,早就 见过 这款 手机 外观 手机 没什么 太 区别 手里 感觉 很沉 性能 照片 清晰 比安卓 系统 省 电 
496,安卓机 刚用 不太 习惯 操作 无卡顿 正品 行货 
497,6s 新 系统 手机 存 照片 新 手机 手感 颜值 性价比 不错 到手 价 5788 下单 第二天 物流 很快 官网 验证 正品 期待 新手机 拍照 确实 强大 手机 
498,买 黑色 漂亮 稍微 手印 系统 运行 p 确实 提升 档次 拍照 清晰 太棒了 
499,收到 货 三天 评价 京东 质量 买 几台 苹果 手机 正品 新 没出 这台 手机 舒服 电池 续航 能力 挺长 十分满意 
500,反应速度快 6p 好用 照相 清晰 不卡顿 续航 能力 不错 第一次 京东 购物 感觉 满意 
501,京东 快递 小哥 负责 当面 签收 辛苦 拿到 手机 上手 手感 特别 整机 一体化 性能 强大 玩 手游开 画质 卡顿 配 优化 IOS   11 手机 运行 流畅 度 
502,手机 京东 真的 京东 自营 买 东西 京东 自营 行 没错 手机 说 64 级 够用 流畅 查 序列号 18 年 月 出厂 两天 感觉 图 好评 全 五星 京东 自营 牛 逼 
503,快递 杠杠 滴 手机 运行 流畅 握感 屏幕 色彩 显示 效果 炫 电池 续航 时间 不错 满意 
504,买 红色 相比 看厌 金色 银色 灰色 一下子 入眼 喜欢 开机 OK 到货 比较慢 第二天 下班 半个 小时 送到 
505,苹果   手机 待机 长 电池 耐用 外观 挺 人性化 像素 挺 高 拍照 效果 愉快 购物 之旅 
506,8p 性能 不用 说     轻松 玩爆 各类 大型 游戏   A11 芯片 很强 玻璃 机身     指纹识别 感觉 7p 很多很多   要赞     iOS 系统 顺畅     不错     赞 物流 说 京东 物流 效率   晚上 11 点下 隔天 下午   特别 
507,手机 拿到 手 打开 试用 机子 重 款式 轻巧 好看 试 拍照 像素 对焦 不错 屏幕 清晰 运行 流畅 性价比 高 值得 购买 京东 快递 很快 达 
508,物流 很快 点 40 没想到 第二天 收到 一点 满意 包装 简陋 红 箱子 空气 袋 憋 莫名其妙 发条 短信 提货 码 没用 5s 三年 卡 系统 停留 80 升级 感觉 helliphellip 金色 好看 玻璃 背面 超级 质感 新 系统 挺好用 出现异常 情况 喜欢 
509,手机 好官 网查 全新 机 想 买 银色 黑色 熄屏 更好 第一次 ios 玻璃 后盖 脆弱 买个 手机 壳 
510,黑色 真是太 好看 浑然一体 原以为 重 习惯 挺 6s 换过来 感觉 确实 屏幕 舒服 背面 玻璃 边框 一处 确实 缝隙 略大刚 抬起 亮屏 失灵 重启 玻璃 后背 手感 不算 太滑 包装 外面 纸箱 套 泡泡 袋 总体 喜欢 
511,昨天晚上 拍 今天下午 五点 收到 激活 成功 显示 新手机 第一次 苹果 hellip 儿子 抢 王者 荣耀 说 流畅 一点 不卡 后续 期待 体验 更好 hellip 
512,送货 飞快 查看 防伪 标签 sim 卡上 序列号 保修卡 序列号 盒子 背面 序列号 机器 系统 设置 里 序列号 四码 正品 暗伤 完美 屏太赞 苹果机 流畅 升级 ios111 流畅 一部 8plus 向上 一部 五年 4s 致敬 接班 再战 五年 
513,星期 手机 很棒 电量 经用 双十 一怕 挤 快递 双十 一前 买 划算 安卓 系统 第一次 苹果 系统 真的 喜欢 买 黑 灰色 很大 气 评论 说 太 吓人 浮夸 买 不用 犹豫 正品 
514,苹果 8plus 手机 音质 挺 喜欢 红色 电池 凑合 反正 智能手机 天天 充电 像素 挺 高 拍照 效果 
515,第一次 京东 买手机 实体店 看过 最终 京东 买 总体 很棒 拆机 官 网上 查 壳 手机 IMEI 正品 物流 说 
516,深空 灰 很漂亮 手感 真 手机 壳 膜 没到 原厂 塑料 不错 
517,几天 感觉 不错 很快 电池 电 够用 拍照 角度 特别 64 内存容量 够用 helliphellip 手机 点 插曲 京东 客服 很快 效率 很快 金色 手机 换成 银色 银色 看着 干净 helliphellip 
518,当天 买 当天 大热天 送过来 辛苦 快递 师傅 佩服 京东 配送 速度 买 老婆 多天 反应速度 很快 画质 清晰 拍照 效果 内存 够 用电量 耐用 音质 618 活动 买 当天 营业厅 贴 膜 买 保护 壳 充电 拆 保护 壳 拍 红色 好看 
519,"宝贝 页面 所述 
 贯彻 果机 一向 优异 品质 精良 制作 工艺 
 功能强大 操作 流程 颇合 我意 
 点赞 京东 物流 快准 全 "
520,"快递 很快 快递 员 负责 iphone7 重些 手感 手机 壳 完美 兼容 屏幕 确实 黄即 
 
 原色 模式 关掉 黄 中 "
521,多年 安卓 用户 腻 换换 ios 味道 很棒 东西 不爽 东西 机子 挺 耐看 ios11 系统 完善 希望 厨子 快快 更新 越 更新 越好 A11 用出 625 续航 感觉 放 几张 照片 嘻嘻 bullbull 
522,第三个 苹果 手机 星期 评价 手感 好比 安卓机 屏幕 
523,不错 原汁原味 苹果 无视 安卓 看够 居中 时间 喜欢 原汁原味 不错 玻璃 手滑后 盖 玻璃 一点 均匀 缝隙 无所谓 玻璃 肯定 到位 理解 果粉 诞生 不错 购物 跑 分 无所谓 爽 行 
524,手感 没得说 不亏验 正品 货 库存 机 照相 功能 没试 应用程序 没得说 巨 流畅 物流配送 杠杠 一句 话 威武 
525,买回来 十几天 没什么 手机 很漂亮 流畅 出厂日期 新 九月份 手机 不配 耳机 转接头 
526,到手 先 官 网查 正品 听说 ios 系统 好用 第一次 苹果 手机 小贵 先 试试 评价 不错 系统 外观 好看 银色 好看 玻璃 后盖 担心 赶紧 买 手机 壳 以防万一 新品 要出 感觉 8p 够用 新品 便宜 先用 希望 多用 几年 
527,质量 不错 买 4s 买 八匹 质量 不错 特别 好用 加 400 金都 特别 好笑 红颜 售后 颜色 手感 不错 系统 特别 质量 满意 特别 特别 好会 关注 售后 太好了 
528,新手机 终于 换 手感 超级 完美 超出 期望值 做 活动 买 想 买 苹果 手机 终于 入手 好看 外观 手感 超级 棒 喜欢 银色 手机 运行 真的 超快 哈比 手机 几天 写 评价 查证 正品 发 发票 机子 实体店 便宜 好几百 8P 无线 充电 功能 强大 照相 超 清晰 不错 包裹 收到 碎 碎念 苹果 终于 超惠价 入手 质量 卖家 描述     致国行 正版 序列号 毛病 保修 发货 速度 真的 快递 员 负责 提醒 验货 赞 宝贝 物流 超快 快递 小哥 态度 很棒 上班 预约 时间 快递 小哥 提前 很棒 配件     齐全 宝贝 屏幕 外框 边缘 划痕 发货 速度 非一 不快 满意 质量 价格低 性 比价 高手 感     顶部 做 活动 买 玻璃 后壳 手感 手感 超级 完美 正品 手机 运行 速度 评价 
529,苹果   一如既往   8P 玻璃 屏   爱 摔 手机 总怕 小心 弄碎   赶紧 买 手机 壳 贴 钢化 膜   买 手机链 挂 脖子     手感   超级 喜欢 
530,期待已久 手机 第一次 真的 手感 舒服 手机 原装 正品 未激活 自营 物流 真的 早上 下单 下午 物流 小哥 五星 
531,第一次 大屏 手机 速度 一段时间 没什么 64g 玩游戏 拍 视频 足够 日常 app 储存 1000 张 照片 不到 20 g 
532,流畅 语音 识别 唤醒 SiriA11 芯片 神机 性价比 高 一批 
533,前一天 买 第二天 到货 从安卓机 苹果 肌 第一次 系统 流畅 飞 起货 号 c38   完美 手机 网上 说 缝隙 漏光 摄像头 灰尘 
534,"感觉 抢购 赚大 苹果 手机 一如既往 苹果 换 8p 觉 苹果 手机 好用 用过 45s 家里 老人 真的 特别 手机 两三年 卡 东西 值得 购买 
 
 "
535,"手感 特别 放 音乐 机子 颤动 喜欢 太重 躺 床上 玩 手机 砸 脸 超级 痛 
 哈哈哈 喜欢 起码 X "
536,iPhone8 效果 不错 很快 轻巧 双 摄像头 照片 照片 真的 喜欢 款 颜色 时尚 大方 很爽 
537,特意 几天 评价     打开 惊艳       裸机 手感 nice       买来 新手机 膜 没来 在家 放 三天 玩     待机 两天     电池 续航 6s 强       拍照 增加 功能       5700 入手       第一次 京东 买 东西 顾虑     东西 到手       感觉 多虑     机子 原封未动     评论 里 说 瑕疵       自营 可以信赖     发货 速度 nice 下单 收货 时间       满意     包装盒 满意       希望 包装 高大 点 
538,"质量 不错 版型 喜欢 
 
 　 　 做工 精细 面料 手感 柔软 颜色 色差 穿着 合身 很漂亮 尺码 描述 价格比 贵 活动 通知 
 
 　 　 店家 发货 客服 服务 习惯 好评 加油 希望 合作愉快 
 
 　 　 漂亮 衣服 做工 精细 款式 新颖 潮流 漂亮 大气 高贵 显瘦 我心 
 
 　 　 里 乐滋滋 穿上去 舒服 迷人 真是太 魅力 太显 修身 走 大街 回头率 超多 
 
 　 　 嘻嘻 原以为 质量 想不到 拿到 手上 感觉 坠坠 沉 当初 凝虑 真是太 开心 店里 购物 一种 享受 值得 购买 东西 好评 好评 下次 介绍 倾情 同事 朋友 购买 希望 老板 便宜 一点 "
539,手机 很棒 质感 大小 6s 手机套 感觉 舒服 颜色 喜欢 适合 女生 喜欢 大屏 手机 iphonex 无感 京东 力 喜欢 大爱 
540,三八节 送给 媳妇 礼物 5S 好几年 换 媳妇 特别 喜欢 特别 喜欢 可惜 5S 份 颜值 高 屏幕 内存 系统 流畅 黑色 太漂亮 三八节 降价 1000 大洋 剁 手 毫不犹豫 物超所值 喜欢 赶紧 剁 手 
541,手机 太卡 不想 再用 安卓 手机 8P 性价比 高 京东 搞 活动 出手 京东 送货 一如既往 前一晚 下单 第二天 到货 开箱 验货 一段时间 IOR 系统 确实 手机 超好 特别 惊喜 8P 音乐 外放 效果 真心 好听 赞 
542,果粉 秒 X 入手 一部 送给 女朋友 暖屏 喜欢 A11 仿生 速度 真的 反应速度 出色 期待 苹果 越做越 
543,完 买 手机 选择 备份 恢复 X 系统 弄 悲 催 手机 强大 
544,真的 太 划算 京东 正品 买来 送人 体验 不错 苹果 掉价 比较严重 挺 划算 运行 速度 很快 
545,购买 会太大 到手 刚刚 检查 外观 稀里糊涂 激活 息屏 挂断 不好 价格 实惠 解锁 很快 想 买 x 脸 好长 太贵 退而求其次 8p 自拍 真实 喜欢 美颜 app 没法用 暂评 后续 再评 
546,手机 性能 屏幕 清晰 灵敏 持电 时间 一整天 值得 购买 
547,京东 物流 说 早上 下单 下午 送到 快递 小哥 态度 买 黑色 大气 上档次 正品 保证 玻璃 无线 充电 很加分 手机 性能 没得说 游戏 流畅 相机 清晰 很棒 配件 齐全 宝贝 屏幕 外框 边缘 划痕 
548,第二部 苹果 手机 苹果 4s 换到 8p 刚上 手 8p 手感 ldquo 重量 rdquo 级握 感 扎实 做工 精细 背部 玻璃 面板 手感 一流 ios 系统 一贯 流畅 8p 值得 信赖 
549,外观 不错 拿到 手 发现 挺 屏幕 感觉 细腻 一下子 惊艳 小米 mix2 相比 屏幕 舒适 一点 分辨率 高出 一点 性能 满意 常用 程序 很快 打开 手感 不错 轻 适合 单手操作 手机 等待 久 问 客服 含糊不清 专员 沟通 发货 态度 不错 解答 疑惑 感谢 专员 下次 找 
550,手机 不错 物流 发货 很快 6p 升级 86p 三年 系统升级 最新 版本 一点 不卡 反应速度 很快 选择 苹果 原因 客服 服务 有问必答 东西 全新 随货有 发票 配件 齐全 做工 不错 样子 好看 很大 气 喜欢 手感 观感 不错 性能 强 运行 流畅 灵敏 速度 质量 真的 杠杠 京东 快递 员 面 拆机 验货 官网 查过 反应速度 很快 喜欢 这款 正品 满满的 安全感 感谢 店家 
551,第一次 网上 买 贵 东西 苹果 质量 没得说 惊艳 京东 快递 早上 下午 收到 货 果粉 备份 恢复 随心所欲 A11 处理器 足够 软件 秒 开 愉快 购物 体验 
552,手机 屏幕 手 玩不转 外观 挺 好看 挺 
553,iponeXX GPS 导航 时好时坏 正好 赶上 8P 降价 赶紧 入手 8P X 性价比 高 大半个 月 感觉 
554,手机 感觉 不错 两天 挺 很快 满意 京东 物流 飞快 好像 家里 买 满意 
555,拍照 效果 反应速度 玩游戏 吃 鸡 安卓 机器 速度 原装 充电器 电量 20% 充满 电 小时 10 分钟 外观 网速 满意 
556,无奈 丢 用不惯 home 键 手机 选择 8p 半天 体验 感觉 不错 单手操作 灵活 感 大屏 观感 性价比 高 京东 
557,喜欢 红色 光滑 好看 手感 舒服 京东 快递 小哥 好像 很着急 忙于 工作 两分钟 电话 听到 感觉 小哥 快闹 公司 少 点 心平气和 工作 太 着急 
558,宝贝 收到 包装 一如既往 精美 7P 换 Ｐ 感觉 手机 运行 速度 好多 本来 买 Ｘ 红色 限量版 真的 喜欢 手机 正品 果粉 认准 她家 
559,"价格 5399 60 实付 5339 
 苹果 升级 处理器 升级 带来 快感 超级 玻璃 面 看着 倍 爽 担心 那天 一声 相机 模式 力 "
560,很快 收到 货 18 年 新机 验 激活 正品 行货 流畅 开机 激活 1125 想 保留 版本 升 关闭 更新 下载 歌曲 照片 用安兔 兔 跑 分 229320 
